machine_id,industry,component_type,machining_operation,workpiece_material,cycle,timestamp,spindle_speed_rpm,spindle_current_a,torque_nm,vibration_x,vibration_y,vibration_z,temperature_c,coolant_pressure_bar,cutting_force_n,acoustic_emission,tool_wear_percent,tool_age_hours,rul_hours,anomaly_score,failure_probability,health_score,failure,status,maintenance_recommendation
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,0,2025-01-01 00:00:00.000000000,3744.259,26.479,58.29,0.6514,0.5008,0.7033,59.612,4.837,491.405,27.052,0.311,0.0,882.109,0.14297,0.21817,86.494,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,12,2025-01-01 10:57:35.040351761,3589.465,25.869,57.157,0.5929,0.6102,0.6075,59.519,4.89,483.159,27.582,0.834,10.96,861.113,0.15005,0.22556,83.45,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,13,2025-01-01 11:52:22.960381074,3689.148,26.583,56.85,0.5902,0.6072,0.6839,60.713,4.832,484.91,25.285,0.0,11.873,865.804,0.13825,0.2221,85.299,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,14,2025-01-01 12:47:10.880410388,3755.532,26.433,58.548,0.7753,0.562,0.463,59.055,4.661,496.034,25.831,0.519,12.786,883.192,0.14974,0.2072,86.793,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,15,2025-01-01 13:41:58.800439701,3671.715,25.807,58.34,0.7649,0.6324,0.6528,60.337,4.994,496.802,26.426,0.0,13.7,867.617,0.12919,0.22199,85.105,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,16,2025-01-01 14:36:46.720469015,3638.604,26.694,57.964,0.7573,0.5502,0.6734,59.05,4.775,494.664,27.439,0.334,14.613,862.457,0.15817,0.23311,85.947,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,17,2025-01-01 15:31:34.640498328,3624.279,25.507,55.648,0.8207,0.6828,0.7181,60.058,4.716,485.779,26.741,2.156,15.526,866.684,0.15923,0.2103,85.998,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,18,2025-01-01 16:26:22.560527642,3679.33,27.39,60.051,0.8099,0.5474,0.5839,59.79,4.816,515.908,22.829,0.0,16.44,879.717,0.14989,0.22146,84.146,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,19,2025-01-01 17:21:10.480556955,3694.185,25.803,57.353,0.5211,0.5649,0.9029,59.589,4.692,486.272,25.863,0.0,17.353,847.288,0.14529,0.20119,86.607,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,20,2025-01-01 18:15:58.400586268,3706.881,25.995,57.16,0.9287,0.6235,0.7267,59.868,4.821,485.679,25.493,2.179,18.266,860.302,0.15042,0.19895,85.022,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,21,2025-01-01 19:10:46.320615582,3643.77,25.371,59.592,0.7637,0.7268,0.4581,59.621,4.781,499.608,24.378,0.453,19.18,862.654,0.16703,0.21708,87.43,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,22,2025-01-01 20:05:34.240644895,3603.509,26.682,56.652,0.5382,0.6789,0.6844,59.521,4.866,484.038,25.594,1.086,20.093,876.787,0.1314,0.22142,86.155,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,23,2025-01-01 21:00:22.160674209,3668.079,26.722,55.435,0.6327,0.5468,0.8292,59.169,4.699,463.434,27.349,0.072,21.006,859.25,0.17018,0.17557,88.126,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,24,2025-01-01 21:55:10.080703522,3648.153,26.604,56.584,0.6522,0.7139,0.7222,59.917,4.781,480.835,26.759,0.61,21.919,854.768,0.12592,0.22342,85.786,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,25,2025-01-01 22:49:58.000732836,3652.452,26.244,57.885,0.5748,0.62,0.5874,60.152,4.675,497.224,26.778,0.232,22.833,871.851,0.15969,0.23824,86.505,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,26,2025-01-01 23:44:45.920762149,3593.174,26.366,56.408,0.7023,0.5259,0.725,59.159,4.763,472.436,24.426,0.0,23.746,861.202,0.12471,0.22087,85.17,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,27,2025-01-02 00:39:33.840791463,3672.102,26.26,58.069,0.7511,0.569,0.7501,62.008,4.795,500.102,25.476,3.083,24.659,857.218,0.19046,0.2123,86.447,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,28,2025-01-02 01:34:21.760820776,3623.755,27.112,58.488,0.7235,0.4514,0.627,59.691,4.803,500.542,26.496,1.176,25.573,854.597,0.15905,0.23014,85.568,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,29,2025-01-02 02:29:09.680850089,3685.772,26.593,58.297,0.499,0.6549,0.7432,60.117,4.705,490.51,28.324,1.567,26.486,864.086,0.1634,0.21558,85.296,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,30,2025-01-02 03:23:57.600879403,3624.218,26.336,57.749,0.6204,0.5799,0.7437,59.492,4.908,486.755,26.068,1.442,27.399,862.751,0.17112,0.21218,86.623,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,31,2025-01-02 04:18:45.520908716,3658.668,26.629,58.752,0.7571,0.5468,0.8717,61.684,4.783,497.163,28.924,0.0,28.313,877.328,0.14742,0.21747,84.708,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,32,2025-01-02 05:13:33.440938030,3604.538,25.921,55.925,0.6471,0.6219,0.8887,58.948,4.891,474.296,26.244,0.0,29.226,875.533,0.12608,0.20641,86.22,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,33,2025-01-02 06:08:21.360967343,3658.132,26.579,61.276,0.607,0.545,0.6463,59.471,4.904,528.209,25.152,1.05,30.139,859.17,0.16125,0.21263,85.871,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,34,2025-01-02 07:03:09.280996657,3576.17,27.642,59.89,0.5963,0.5662,0.7445,60.188,4.862,519.313,25.954,0.778,31.053,856.61,0.13938,0.2221,84.566,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,35,2025-01-02 07:57:57.201025970,3620.361,26.65,58.144,0.7923,0.8723,0.6637,59.54,4.888,498.232,29.797,2.388,31.966,867.466,0.15032,0.22398,86.112,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,36,2025-01-02 08:52:45.121055284,3665.773,27.305,59.289,0.802,0.6756,0.6968,60.046,4.904,500.227,26.995,1.432,32.879,860.491,0.15659,0.24356,84.8,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,37,2025-01-02 09:47:33.041084597,3581.061,26.944,58.716,0.8729,0.5733,0.7354,60.074,4.936,498.781,26.741,0.676,33.793,871.067,0.1548,0.21374,85.523,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,38,2025-01-02 10:42:20.961113910,3595.386,26.253,57.957,0.7862,0.461,0.6529,60.197,4.932,492.734,25.324,1.722,34.706,880.372,0.12932,0.17954,86.436,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,39,2025-01-02 11:37:08.881143224,3594.965,26.705,58.616,0.5956,0.4718,0.8089,60.368,4.804,507.507,24.32,0.164,35.619,854.004,0.14281,0.22061,85.355,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,40,2025-01-02 12:31:56.801172537,3656.122,27.032,55.729,0.6463,0.7139,0.748,60.125,4.856,476.044,27.368,0.444,36.532,878.141,0.15113,0.22701,85.29,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,41,2025-01-02 13:26:44.721201851,3609.218,26.866,60.559,0.5279,0.6301,0.6429,60.678,4.753,513.059,22.992,2.144,37.446,857.412,0.12412,0.20167,85.744,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,42,2025-01-02 14:21:32.641231164,3658.194,26.405,56.332,0.6642,0.4955,0.8981,60.53,4.79,479.334,27.024,1.508,38.359,845.77,0.15286,0.20257,84.177,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,43,2025-01-02 15:16:20.561260478,3719.354,26.313,58.611,0.7119,0.7422,0.818,59.909,4.759,501.798,27.027,0.46,39.272,873.956,0.16047,0.22988,84.624,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,44,2025-01-02 16:11:08.481289791,3646.778,26.582,61.002,0.8439,0.6364,0.6457,59.63,4.78,521.161,27.325,2.077,40.186,858.139,0.1576,0.25213,86.144,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,45,2025-01-02 17:05:56.401319105,3639.041,26.882,57.962,0.5594,0.583,0.5144,60.192,4.86,490.568,28.848,1.215,41.099,855.779,0.1297,0.22177,86.313,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,46,2025-01-02 18:00:44.321348418,3616.143,26.789,59.591,0.6572,0.7089,0.8067,58.725,4.923,514.046,25.58,2.482,42.012,863.445,0.16919,0.22082,84.034,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,47,2025-01-02 18:55:32.241377731,3635.122,26.934,59.419,0.6148,0.6769,0.3622,60.794,4.672,503.282,23.557,0.145,42.926,857.163,0.16786,0.21733,85.724,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,48,2025-01-02 19:50:20.161407045,3657.236,25.902,57.878,0.7573,0.5557,0.5235,59.508,4.93,496.413,25.315,0.789,43.839,866.819,0.13944,0.23826,85.959,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,49,2025-01-02 20:45:08.081436358,3681.647,26.474,58.204,0.6427,0.6022,0.7109,60.466,4.812,498.718,26.178,1.285,44.752,866.018,0.12219,0.23094,85.461,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,50,2025-01-02 21:39:56.001465672,3504.486,26.853,61.074,0.779,0.5107,0.7952,59.168,4.757,529.165,26.224,1.873,45.666,862.798,0.1754,0.23026,84.533,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,51,2025-01-02 22:34:43.921494985,3742.522,26.661,57.782,0.7672,0.7197,0.8575,60.379,4.717,499.628,24.475,1.259,46.579,864.706,0.14706,0.21825,85.137,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,52,2025-01-02 23:29:31.841524299,3652.923,27.037,60.299,0.6375,0.7053,0.8576,58.973,4.856,516.353,25.998,1.235,47.492,873.315,0.15795,0.22301,84.414,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,53,2025-01-03 00:24:19.761553612,3584.191,27.131,55.691,0.5745,0.5073,0.4535,59.27,4.703,481.82,27.688,0.949,48.405,861.806,0.18225,0.22992,85.02,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,54,2025-01-03 01:19:07.681582926,3736.22,25.455,55.647,0.7528,0.8425,0.8687,60.188,4.86,477.264,27.669,0.0,49.319,872.276,0.1443,0.20059,85.433,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,55,2025-01-03 02:13:55.601612239,3556.568,26.026,57.693,0.5464,0.6222,0.8763,60.574,4.684,485.618,28.146,0.692,50.232,857.766,0.1479,0.21874,84.339,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,56,2025-01-03 03:08:43.521641552,3572.361,26.634,57.008,0.5013,0.6518,0.7111,60.276,4.827,491.666,26.512,1.098,51.145,862.724,0.15244,0.2246,85.353,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,57,2025-01-03 04:03:31.441670866,3600.461,25.761,56.922,0.8351,0.4829,0.6298,59.254,4.88,482.629,28.401,1.054,52.059,864.65,0.1461,0.18922,88.639,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,58,2025-01-03 04:58:19.361700179,3645.67,26.793,58.733,0.632,0.5855,0.7079,59.727,4.889,510.279,25.058,0.0,52.972,858.053,0.14705,0.25876,84.097,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,59,2025-01-03 05:53:07.281729493,3706.921,26.879,57.341,0.8396,0.5847,0.7065,59.452,4.723,484.825,24.395,2.692,53.885,862.188,0.14455,0.21758,83.512,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,60,2025-01-03 06:47:55.201758806,3668.647,26.478,55.013,0.7863,0.4895,0.9173,60.113,4.751,467.681,27.662,1.405,54.799,863.548,0.1625,0.19555,85.589,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,61,2025-01-03 07:42:43.121788120,3625.866,25.991,56.463,0.7742,0.7077,0.7757,58.891,4.787,486.003,26.419,0.0,55.712,890.14,0.14688,0.20624,85.919,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,62,2025-01-03 08:37:31.041817433,3623.761,27.166,59.068,0.5834,0.4759,0.4946,60.319,4.72,491.628,26.691,1.248,56.625,884.579,0.15363,0.23467,84.995,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,63,2025-01-03 09:32:18.961846747,3671.75,26.659,57.553,0.6921,0.5404,0.8318,59.71,4.748,492.144,24.838,1.036,57.539,864.847,0.1537,0.23098,85.411,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,64,2025-01-03 10:27:06.881876060,3666.979,27.064,60.099,0.6619,0.4768,0.5859,59.699,4.76,510.192,26.207,1.131,58.452,869.301,0.15346,0.23003,84.994,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,65,2025-01-03 11:21:54.801905373,3587.716,25.873,57.651,0.7106,0.7516,0.8489,59.636,4.931,490.781,25.667,0.0,59.365,864.543,0.1408,0.20049,86.161,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,66,2025-01-03 12:16:42.721934687,3629.949,27.255,58.725,0.758,0.4615,0.4096,60.653,4.699,498.379,23.78,1.358,60.279,848.958,0.1646,0.23736,84.103,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,67,2025-01-03 13:11:30.641964000,3605.075,25.821,58.479,0.6689,0.597,0.7721,59.931,4.734,503.054,25.873,0.0,61.192,869.873,0.13089,0.20284,85.131,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,68,2025-01-03 14:06:18.561993314,3706.545,25.564,55.995,0.8074,0.5865,0.6328,60.629,4.76,485.351,27.383,1.067,62.105,864.874,0.17651,0.19669,86.979,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,69,2025-01-03 15:01:06.482022627,3687.978,26.862,60.475,0.5897,0.6578,0.6369,61.587,4.818,512.604,26.6,1.561,63.018,851.095,0.145,0.24711,83.688,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,70,2025-01-03 15:55:54.402051941,3653.449,27.059,59.738,0.7522,0.5247,0.5342,61.091,4.786,506.575,28.239,0.236,63.932,870.915,0.15948,0.26015,83.934,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,71,2025-01-03 16:50:42.322081254,3631.784,27.465,58.653,0.7227,0.672,0.8543,59.65,4.738,493.884,23.188,2.232,64.845,874.91,0.14785,0.21988,84.075,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,72,2025-01-03 17:45:30.242110568,3665.864,26.458,59.468,0.6491,0.6408,0.6892,61.23,4.846,509.563,27.554,1.633,65.758,872.527,0.1593,0.2032,85.638,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,73,2025-01-03 18:40:18.162139881,3605.324,27.264,58.937,0.6589,0.6351,0.9136,60.076,5.018,503.967,23.34,0.696,66.672,867.765,0.16687,0.24478,84.816,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,74,2025-01-03 19:35:06.082169194,3573.993,26.138,57.83,0.6038,0.6677,0.9152,60.184,4.713,494.086,28.773,1.231,67.585,858.088,0.15432,0.21231,84.263,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,75,2025-01-03 20:29:54.002198508,3623.638,26.271,58.897,0.6261,0.6885,0.6787,61.324,4.774,502.259,28.105,2.039,68.498,851.176,0.13,0.19655,86.638,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,76,2025-01-03 21:24:41.922227821,3744.212,26.579,57.267,0.8125,0.8063,0.9584,60.799,4.891,489.951,28.011,0.861,69.412,857.363,0.14681,0.21828,84.543,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,77,2025-01-03 22:19:29.842257135,3660.462,26.768,59.574,0.8072,0.4925,0.689,59.345,4.66,506.215,26.011,0.982,70.325,878.902,0.1604,0.20196,87.466,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,78,2025-01-03 23:14:17.762286448,3655.368,26.185,58.05,0.6394,0.7313,0.9569,61.176,4.765,488.497,27.225,2.679,71.238,842.317,0.17052,0.21332,83.947,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,79,2025-01-04 00:09:05.682315762,3652.355,25.85,57.226,0.3633,0.5958,0.9153,61.121,4.775,483.412,27.217,0.0,72.152,858.946,0.15392,0.22208,86.587,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,80,2025-01-04 01:03:53.602345075,3620.165,26.068,56.915,0.6409,0.6472,0.8262,59.202,4.927,482.774,26.481,1.402,73.065,859.979,0.11326,0.21798,86.211,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,81,2025-01-04 01:58:41.522374389,3632.451,25.899,58.994,0.6091,0.6884,0.5644,60.145,4.7,504.094,26.031,1.244,73.978,854.222,0.16631,0.20028,85.032,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,82,2025-01-04 02:53:29.442403702,3681.25,26.517,56.778,0.7098,0.6829,0.7415,59.561,4.741,483.477,24.532,1.748,74.892,841.642,0.15779,0.22415,82.921,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,83,2025-01-04 03:48:17.362433015,3657.566,26.877,61.231,0.5828,0.5848,0.873,59.441,4.746,518.194,24.706,0.561,75.805,864.879,0.18251,0.22673,84.403,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,84,2025-01-04 04:43:05.282462329,3559.523,26.704,59.584,0.6445,0.9288,0.7514,59.332,4.774,512.529,26.591,1.301,76.718,853.174,0.16874,0.20805,87.11,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,85,2025-01-04 05:37:53.202491642,3609.918,26.933,60.386,0.7621,0.6711,0.6294,59.509,4.886,512.279,25.757,2.696,77.631,852.86,0.16721,0.25203,83.151,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,86,2025-01-04 06:32:41.122520956,3693.796,26.851,58.21,0.5598,0.6556,0.6969,60.69,4.902,508.149,27.421,1.664,78.545,865.431,0.16037,0.21888,85.26,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,87,2025-01-04 07:27:29.042550269,3638.045,26.312,60.274,0.7771,0.7418,0.702,58.263,4.759,519.157,26.285,1.367,79.458,859.21,0.1428,0.22386,85.909,0,HEALTHY,Continue production; routine monitoring
AUTO-CNC-001,Automotive Manufacturing,Engine Block,Boring,Aluminum Alloy,88,2025-01-04 08:22:16.962579583,3614.194,26.104,57.731,0.8255,0.5786,0.8631,61.092,4.888,488.916,27.311,1.447,80.371,862.366,0.14261,0.21891,83.809,0,HEALTHY,Continue production; routine monitoring
